"Group.1","ele","slp","svf","aspC","aspS"
1,57.2727287684438,10.2110370494877,0.06,0.268408207031409,0.14825911724545
2,25.0257675821779,5.26800211979537,0.02,0.139121023019493,0.0113172769468659
3,46.5593392922105,8.56596970344961,0.04,0.236509172344166,0.0531753316090087
4,38.9105541632814,8.53864272342503,0.04,0.0676528423119466,0.174082545373743
5,61.4458514493798,11.3557224076218,0.07,0.325092412860154,0.0966895552374216
6,58.3914677116326,11.7596054541814,0.05,0.281359727802609,0.116504385802406
7,55.4602258863698,10.448831893646,0.06,0.0476371665597046,0.265296173394593
8,32.0907943495956,7.26805225735085,0.03,0.137118826656642,0.0575760192553904
9,30.6796347722179,7.75905439156572,0.03,0.0676480446846865,0.141017698825259
10,63.7593027051669,10.8296003227379,0.05,0.192195468327421,0.233973329031386
11,43.396773554407,9.18580157423831,0.04,0.0892789154790202,0.193793201957296
12,20.7789205712695,5.20789947651234,0.02,0.10397732803346,0.0398922020429946
13,20.0576775637336,4.2144526639308,0.02,0.0964631186621478,0.0150211466890371
14,73.6390381201605,11.8898157747894,0.05,0.149291056236698,0.301891761918157
15,129.035608987939,14.0565801619525,0.07,0.580511283591785,0.422754835202603
16,43.273163192693,8.32539237977985,0.04,0.174937704082538,0.132158584885239
17,52.4506301899424,8.89187050948116,0.04,0.205106857932053,0.164254869832697
18,41.064561958981,8.65822717910168,0.04,0.0752737302934527,0.173547040198169
19,48.2819605399358,8.64652506057428,0.04,0.191411025250872,0.139903192002607
20,286.817368410252,31.436143108346,0.11,0.642622491937019,0.741650150242799
21,81.3603027018829,11.1796952588246,0.06,0.377288367829963,0.178920766415496
22,28.3001800096305,5.43761175916919,0.02,0.00754534719412635,0.12331497588123
23,23.9307581206649,2.99848097070944,0.01,0.0388989192981143,0.085652173284301
24,42.9055701463846,9.34080937589803,0.04,0.155751752597714,0.149681276312003
25,60.1021108015642,11.5072175943594,0.06,0.185628372051985,0.234673919354509
26,56.5851618915459,9.25436250542775,0.04,0.194594240046123,0.180557803542249
27,56.4930479640239,12.2402753542146,0.07,0.0586050759559005,0.287213457059938
28,21.7368087728648,3.39202178215605,0.01,0.107507205380492,0.031067322228388
29,29.7808198503548,6.1463682798296,0.02,0.0547845751528924,0.117673099306885
30,108.089622460309,11.6486502440072,0.06,0.435652150766979,0.36863203088594
31,23.5856895864389,4.13848141121762,0.02,0.0270793541308747,0.0948543279873498
32,47.2686225096898,9.01527275915095,0.05,0.236307177116318,0.0397246353900052
33,53.5807845520348,10.0246535852993,0.05,0.133426228120697,0.201499358306849
34,53.2918368615016,10.2755556617607,0.05,0.231597127856619,0.141729225519425
35,57.0426725921799,10.4495805406081,0.06,0.0504185375433614,0.293436918942948
36,65.1007298610869,11.5971767528097,0.06,0.169757041871005,0.295194737315494
37,78.9781160678487,11.837181586657,0.06,0.343734786343121,0.209107744113129
38,61.8978282777359,11.4536014982484,0.06,0.208108382524547,0.225272388331502
39,22.8992474195806,2.98838783312311,0.01,0.00846385178205945,0.0937081550588887
40,68.3070113304629,10.9647695802711,0.06,0.150320246448382,0.286420865936516
41,32.2867943251927,5.82123065117891,0.02,0.130680180332146,0.0288467619885464
42,22.0655358446512,3.248713044114,0.01,0.0901760491228457,0.0307496174099223
43,51.1280903383109,10.0486887722292,0.05,0.0908541261494801,0.253356526887816
44,22.7693766453374,4.42009834740636,0.02,0.00865173763171757,0.0948930590297631
45,62.4744726282847,10.8833430781719,0.07,0.237600521377679,0.249577636196923
46,60.499997822256,11.5267680608642,0.05,0.227146959249838,0.150140002908534
47,38.8599939011493,8.60043437656851,0.04,0.192414992560835,0.0210110345903751
48,55.5112151434631,9.70098911176698,0.04,0.255664889941186,0.0521606288640336
49,25.0458070062846,4.52910657927323,0.02,0.0835005657587331,0.0442498015550695
50,36.0548776334869,7.82251183999698,0.03,0.107149001192219,0.122728431083708
51,42.728073101693,8.65592965956749,0.04,0.150838094355069,0.128727613391267
52,44.9520636374457,9.13861177299533,0.05,0.105947964727439,0.210212091596759
53,45.9167815566518,8.65374869010344,0.04,0.0475810025672662,0.217971322755175
54,49.0840505464698,8.74198756868064,0.04,0.221144705264588,0.13658143139127
55,69.6613082972616,11.8944657151116,0.07,0.204468039488463,0.275287951491845
56,34.4934085259629,8.2015557672731,0.03,0.102172084870037,0.132815982115982
57,30.0807496179757,7.1723337082657,0.03,0.154251463724899,0.0516771617227641
58,33.0169335054833,7.87326519811822,0.03,0.0206860488201261,0.158624832083698
59,64.0596946696998,11.1913475551551,0.06,0.217839240496592,0.233066337201805
60,48.4681173785674,8.77264675223536,0.04,0.152761999899865,0.179128000975298
61,22.8223550247755,4.37158559777785,0.02,0.0376269609189725,0.0850393031507669
62,46.5748882680337,9.34217393658445,0.05,0.211982601409404,0.0308048940405954
63,20.6217946426276,3.40604731225525,0.01,0.100154070058499,0.0102178729126618
64,44.2299746600971,9.17867553784737,0.05,0.211359086120789,0.0887625364574839
65,70.3766947351088,10.6078812640265,0.06,0.318714939204295,0.193426818489245
66,47.6496286589804,9.0183812042443,0.04,0.134630560247937,0.205464878418183
67,44.9073636411747,8.99625419672993,0.04,0.221114758177661,0.0611097054565761
68,25.5889166180913,4.32283128330001,0.02,0.0242790856937289,0.0904610534374255
69,45.0747407902922,8.49555966573409,0.04,0.218680269047881,0.125334299852432
70,35.4040164791004,8.08469615593373,0.03,0.0520928567613736,0.168213337551308
71,22.5309435589661,3.05812150712944,0.01,0.0692399167414353,0.0715400540692303
72,51.3421958969898,8.47586155297284,0.04,0.217263989750416,0.156744796924965
73,43.3501534122599,8.45538110651527,0.04,0.0618063286694943,0.201152288181153
74,56.1595792088403,10.515665622224,0.05,0.0427319172546153,0.277525988912378
75,20.15317569721,3.19900980869598,0.01,0.0772802149072048,0.0762557163005127
76,47.293715345382,8.43310643347067,0.04,0.134331327616542,0.202632354218125
77,34.1017770192514,7.29197379046597,0.03,0.135300671571129,0.0908718835426718
78,65.9767960721593,10.7058035550275,0.07,0.302396456640174,0.156431397485137
79,54.6740404031388,10.3393883176598,0.05,0.0458823089772483,0.274671146195714
80,46.5311444964058,8.68661705507468,0.04,0.206686280586643,0.110354547754971
81,53.5757371129322,9.27593992704198,0.05,0.252562916841996,0.110285298665682
82,55.4800635131893,11.1797792638953,0.05,0.280992846800985,0.0652479638002769
83,45.5761996290064,9.38148997985131,0.05,0.107400713673002,0.19893790576765
84,24.7846694671406,5.0419159217845,0.02,0.126135927063477,0.0273961560977278
85,60.3704084396008,10.6534199630042,0.06,0.160190071447586,0.291443378542806
86,35.9524319332501,7.86270761759058,0.03,0.0412974519563726,0.17858623804363
87,66.0121080487736,12.1868551904044,0.07,0.34272677785276,0.115481013851057
88,53.7288698648601,10.1540944121739,0.05,0.256794397588464,0.114019750918789
89,9.77179839153117,2.48522643882996,0.01,0.040451453789133,0.0252584812220597
90,22.271805668086,4.05583434796268,0.02,0.100711588815872,0.0223903462155804
91,48.1781539921272,8.97764977483021,0.05,0.0602641423537146,0.225142869905402
92,26.5835222291023,6.1577580041501,0.02,0.0912063870617368,0.0817611734820494
93,45.4152297837523,8.02541734964296,0.03,0.0261683585715413,0.224386849894356
94,23.6320785799912,3.32182334371275,0.01,0.0899862942420348,0.0041588286855181
95,41.8409174017001,8.41466474099734,0.03,0.138594471385741,0.113242038947837
96,39.5263523911206,7.97903235761521,0.03,0.143083580139075,0.130542258278424
97,171.596964743535,13.1373616675392,0.07,0.606899751529441,0.65706840683413
98,15.9581498868475,4.12944921455251,0.02,0.0795660296576238,0.052717144622277
99,23.574219602399,2.94100933283954,0.01,0.00947769843061111,0.0910149291599429
100,24.3231845644014,4.73297785472414,0.02,0.053189243016012,0.0782700878848864
101,46.7312608425066,9.11008998067097,0.04,0.106934287768216,0.184220526466117
102,54.97541831122,9.7759223992423,0.06,0.0592985711142447,0.271653738423057
103,76.112941776159,10.9613525008569,0.06,0.087518961456477,0.313862413883403
104,56.1493139491838,9.74096341890534,0.05,0.245697345455378,0.114754915206554
105,25.3867527341582,3.38649653107884,0.01,0.0848864024162159,0.028896521956255
106,60.0370237640442,10.9270091585178,0.06,0.0512334198987789,0.279222363556452
107,44.6391661704275,8.76827556816382,0.04,0.219244061549033,0.157790234474793
108,66.3304807355644,9.84307365939532,0.05,0.284717567012875,0.121382153794118
109,27.7726967403772,5.82757412029777,0.02,0.104172922577457,0.081485914664126
110,38.5974371237909,8.4162110563226,0.04,0.14885858099387,0.143651901628672
111,22.9675355832989,3.01847642702166,0.01,0.0514381723288083,0.0767084821692449
112,61.0086149179055,11.0733523792762,0.06,0.238323799532761,0.184601790538495
113,19.3431976970559,4.02052360622834,0.02,0.107702521796574,0.0178998333751446
