"Group.1","ele","slp","svf","aspC","aspS"
1,22.4825562064842,3.96823540541845,0.02,0.0125068402581863,0.119470876345848
2,35.1381350258595,6.91175952632916,0.05,0.249460782747333,0.0374683116243395
3,43.6417192009032,8.23963265380477,0.07,0.216083912065513,0.203201649438615
4,39.9397783425694,8.40487573942944,0.05,0.037319623145628,0.264895658915665
5,23.4034882118205,4.85262708744406,0.03,0.0903039771990051,0.127487996651666
6,20.5612668583678,5.37551016764734,0.02,0.112087225198647,0.096306292871961
7,19.6138734149574,4.15768184974456,0.02,0.103068870684702,0.0951857500252768
8,35.8668266783604,6.1214769927064,0.05,0.109565821595086,0.227476397259023
9,19.7721669018375,4.44606073316436,0.02,0.148972043476774,0.0329812539794462
10,36.3961986346747,8.12099985815204,0.07,0.122847805211661,0.265046472023988
11,25.7879786468834,6.51467750816569,0.04,0.149926727987871,0.124649069640962
12,22.8054807048726,4.38281271536972,0.02,0.0127623515228421,0.127418174953061
13,31.403414604601,7.65909603989317,0.04,0.250829568555793,0.0369044780237305
14,30.0786099950479,7.02059173620504,0.04,0.150832032194217,0.171606167274561
15,40.3682440532145,8.04098427059195,0.08,0.224098391550976,0.172146963128656
16,38.7491681901232,8.49807477051708,0.04,0.173823315838708,0.25717671219696
17,13.327363300935,3.80470016077951,0.03,0.0819923501331658,0.0519432642704224
18,22.2747672471301,4.31230420948979,0.02,0.0702257538101892,0.114232387487448
19,45.4052492101932,9.49317713284476,0.07,0.0842542740044417,0.280238672708226
20,24.7034849858812,5.74477235075353,0.03,0.0543154146755966,0.144326748734208
21,20.4494835237941,4.65324419492519,0.02,0.125659039763762,0.0748230469805174
22,39.2141344628004,9.91287515051688,0.06,0.0726948706009689,0.261254318737601
23,38.4169999195294,7.78989486662983,0.05,0.118175807530447,0.249320633057856
24,28.4796099797627,5.47076762576764,0.03,0.118570949610563,0.122979582688316
25,39.0801358921925,9.33032121093875,0.05,0.0735847828846196,0.272222518073972
26,48.6565189827225,11.8819092232816,0.06,0.243767126872565,0.22322971358762
27,40.6791385164731,8.31347056418119,0.08,0.277853309249011,0.0930809727004418
28,32.3189968084815,7.299978717411,0.05,0.126637497817474,0.194925733508493
29,51.5643111898935,9.91378189611967,0.07,0.358119065810874,0.141479025601234
30,19.699026001808,4.8683794778091,0.02,0.0541909940905423,0.125379611515356
31,23.3862188355264,5.51840808224625,0.02,0.141077375638194,0.11459799136577
32,19.1650640366743,4.28881013417708,0.02,0.131295001676193,0.0671801779881442
33,32.6766850055414,6.8039426169163,0.04,0.274612137148335,0.0418328215689654
34,44.8666578203412,9.06199963262486,0.06,0.21647155617857,0.252115488026574
35,39.332641256316,7.7105555534065,0.07,0.263273249864767,0.157832910636768
36,76.5388937922662,13.4436929542459,0.06,0.703614183737534,0.642033317187318
37,20.8993874945638,4.13096111140819,0.01,0.0225571563371509,0.127321029222183
38,30.098003750519,6.44812449233978,0.04,0.20857002362632,0.0984186815659388
39,37.6046467219027,6.97363476970095,0.06,0.252710874013304,0.157354852814144
40,40.7798378020618,8.01448119391727,0.07,0.0669377752167294,0.268884292102657
41,37.6276456149415,7.3595683992286,0.05,0.117560473860447,0.235847307721049
42,19.4647511559232,4.9428966147039,0.02,0.157451084547684,0.0129931224304386
43,28.6424266263764,5.15283233657766,0.03,0.0570402208360856,0.168631611096995
44,38.2537360899343,10.7412056038695,0.06,0.311033445869348,0.114011714347538
45,24.2230506271091,5.11357967921827,0.02,0.157632319017335,0.0285509111165444
46,28.7068837853326,6.48897030670525,0.04,0.074760273781427,0.178497462138733
47,40.400228941684,8.38331433857818,0.07,0.0665403668545821,0.255902167574219
48,58.5284922651933,13.957651452761,0.08,0.252176739239465,0.318033794688591
49,56.6526317884541,11.6265261465396,0.05,0.295789561146841,0.33184262778894
50,57.0192637205771,12.7145312597186,0.08,0.278287274356361,0.320980458877833
51,39.6920923445489,9.04761606287556,0.05,0.0605509943794955,0.252941476339353
52,21.6837320920968,4.75050810609083,0.02,0.12230148789431,0.0881955556262135
53,36.1709318822686,7.23673018460598,0.04,0.15546285552799,0.202202625140248
54,36.3886122625735,7.31995404448518,0.05,0.108908572696212,0.220965829736316
55,23.2417199965081,6.18404588951163,0.03,0.208339085417731,0.0311365465021795
56,57.1311105132365,13.282440890677,0.06,0.423822107007762,0.350820885868831
57,32.8377076817498,7.15945614508188,0.04,0.138858629603692,0.174969799729697
58,27.6999062093616,5.8849574369469,0.04,0.0428391546087305,0.175565186092746
59,22.5429015557676,4.34731011898792,0.02,0.0798296168226335,0.138994057339384
60,27.8980268422303,6.34290363595147,0.03,0.157289831033725,0.106155629720654
61,33.1828808648623,7.5407800280032,0.05,0.154712161208467,0.161522054287501
62,26.0663302574958,6.88605012696375,0.05,0.150788514687639,0.129507036319002
63,73.01647821816,12.0857887808821,0.05,0.478949319580023,0.236154620531304
64,40.0965370241563,8.08715470174964,0.07,0.268036341071805,0.154447186201806
65,20.0568868450059,4.76604735746648,0.02,0.0667544615493073,0.113552468733474
66,24.7018481858005,6.90827706747569,0.04,0.188382174149182,0.0343854513531197
67,36.9696582332158,6.61398882397042,0.05,0.172011305251934,0.165432358208383
68,46.1555392988236,8.90928446281651,0.04,0.0828618234200348,0.325797952837088
69,24.1227104711766,5.69886579879979,0.02,0.0516623987509871,0.138177703487806
70,38.0257955448809,7.41079196372158,0.07,0.276987046153584,0.075146034288186
71,35.2057365044817,7.68749948127629,0.07,0.0665131826064244,0.216634858414155
72,37.3216841956156,8.35815289429703,0.04,0.257126691657298,0.156041704357485
73,43.5603910585656,8.50941172983257,0.07,0.0513736276183034,0.290698196061609
74,35.7524255361852,7.11852323700047,0.06,0.046200048109703,0.250151388395446
75,44.1069008417048,9.3132780140377,0.08,0.321143589786071,0.155781745436171
76,48.7784852041476,8.36597524933268,0.06,0.207465868635726,0.343660454119838
77,39.1977951267812,9.12834024139346,0.07,0.204205932433384,0.269204306809405
78,40.1403323269316,9.28970753319229,0.05,0.239833555802674,0.217884464427663
79,35.1078535868037,7.52016844494556,0.05,0.244296641419911,0.129708720145277
80,19.2907269004799,3.99308189314375,0.01,0.023918312832075,0.133247777663991
81,19.9891583518541,4.7057779995935,0.02,0.0399500938829134,0.12256360000233
82,21.992957669462,4.44723823176838,0.02,0.0687761041420862,0.114618316083772
83,37.0085361091338,8.1960749332756,0.04,0.217755972553738,0.219965111617508
84,38.8912145399012,7.20347506574454,0.07,0.247004867842823,0.157821464465493
85,43.8185115305253,8.21179320471243,0.08,0.3603035437454,0.128632770150106
86,20.4629840246383,5.26221099423323,0.02,0.140932920464838,0.0553867290197888
87,25.4822919625898,6.64503872955267,0.03,0.0515131914521549,0.166388597948256
88,33.5900502397372,8.6612387442488,0.05,0.308382487922637,0.0504667443579878
89,20.9535333541415,4.81237488066412,0.02,0.0848027554131309,0.109685310955873
90,42.3862600223009,8.22778081894229,0.07,0.251104380735376,0.17065940093732
91,25.7776601290324,6.03162859308916,0.03,0.19439051601554,0.0198441861565163
92,26.85586278193,5.65187967133781,0.03,0.141389244259165,0.113706100020566
93,43.2271414812803,9.28091665924802,0.04,0.0792362055157978,0.287579613624221
94,39.0364477358811,7.65134804880937,0.07,0.302769105815715,0.0631270206021748
95,22.9675569658924,4.79714386278783,0.02,0.013204373713494,0.153040578239212
96,37.6657137620589,9.19841841528477,0.06,0.262102768111367,0.115418650139619
97,38.6234816059753,10.8200624858932,0.07,0.30862332194881,0.0935639188245668
98,36.9709913296585,7.21984307358431,0.06,0.284599112570328,0.0444032222952683
99,38.6511984893239,7.47241366468298,0.04,0.204573486582593,0.183201345806266
100,34.8277225244984,7.56879591565427,0.05,0.0676114796214308,0.243265894943099
101,46.542260861528,8.63410157831875,0.06,0.314737757231807,0.108762971781412
102,21.1785386568905,4.56076756540782,0.02,0.114821063732886,0.0866115427867737
103,44.8860884755616,9.25578652670259,0.08,0.370012273445649,0.118769865503633
104,21.9873402772706,5.75607132492047,0.03,0.128272826641449,0.124229823233699
105,28.3278981196925,7.91025685779015,0.04,0.105285861042625,0.179492709446078
106,21.2264257124379,4.9954091967523,0.03,0.171386451136057,0.0492032291385827
107,34.7574270621112,7.29709493785871,0.05,0.200140611458504,0.159788576842855
108,21.9221280604488,4.19684923721377,0.02,0.153708082800669,0.0131448310618981
109,38.913360467886,9.31293591724243,0.05,0.208269013940079,0.219394610235844
110,23.6547516812516,4.16930769872149,0.02,0.114044544154176,0.0922732927708518
111,19.5047907743818,4.20406747174433,0.02,0.0732094804928399,0.115183289561959
112,22.56950437754,4.04751334150429,0.02,0.128672910352752,0.0729828109435908
113,19.8050369740462,4.62654355343661,0.02,0.0114575924104772,0.125724544527364
114,30.1728709412855,6.74629350336692,0.04,0.0370088134655568,0.201926112435371
115,29.5635839834056,6.46959570449442,0.04,0.17013105257317,0.133654213045267
116,43.3255226665419,10.63138080355,0.05,0.0991405759532563,0.315017798360015
117,46.0593707351822,8.62162214063571,0.07,0.0852684968939177,0.317704797597414
118,47.0380333089111,8.49970192934927,0.07,0.162905123638758,0.323366829123955
119,2.4192990656957,1.44008506945214,0,0.0456600976700023,0.0289024136869161
120,19.6589757805955,4.51536780641436,0.02,0.145119285791548,0.0335747651726013
121,75.2432949442786,14.8316834528732,0.08,0.169514201366626,0.515331677641502
122,35.4707650321196,6.71020338723497,0.05,0.224705207907778,0.111372240957663
123,33.833483011541,7.56196685415953,0.06,0.259691545892602,0.0980338948901855
124,21.7667657274016,4.47079485225391,0.03,0.144562358293028,0.0876581143636036
125,38.1090672492377,7.38843453462464,0.06,0.0429859776098363,0.277123544048904
126,45.0342652693669,8.85251919272567,0.08,0.304897785249709,0.111817622102128
127,30.1008741419727,6.53175065755917,0.04,0.210462410739857,0.0294706828676351
128,53.1051187016108,8.96655736755772,0.07,0.171586861688541,0.388140892749323
129,42.2157528988025,7.83342447971802,0.07,0.0662750397976837,0.264169695629439
130,32.704462025437,6.90410871185874,0.04,0.0332348003586445,0.220037817781693
131,36.1817095968471,8.50165171938286,0.04,0.211076309164311,0.202342099727732
132,47.4241119838193,9.95698411282444,0.07,0.416753893550137,0.143039207961054
133,23.4043819281286,4.0608840283926,0.02,0.148123033289384,0.0240028804664624
134,23.3499769355362,4.98796308561433,0.02,0.0580565612545472,0.128536851727152
135,22.006924126555,4.18809109753913,0.02,0.0375414740150586,0.110395386309984
136,43.1720765025801,9.36671953088089,0.05,0.0893398068073309,0.288772117105717
137,25.0004180802283,4.50507565557429,0.02,0.155874663043736,0.061600869848001
138,35.3243430001379,7.89729938686227,0.05,0.146848091436929,0.214019572135567
139,44.4292313916808,9.29230615901918,0.08,0.238826102002919,0.233906562029455
140,25.766406408944,6.01344982215124,0.03,0.0717508534371303,0.156413453493278
141,21.3717567016691,4.82965216381105,0.02,0.0134341121779019,0.132016468513734
142,36.6503055686262,7.97617207672411,0.07,0.235135921660522,0.179109050005511
143,39.8710530897734,9.08942345298258,0.06,0.236168863017527,0.177687399077807
144,28.799284894613,6.55471071610033,0.03,0.149281327698007,0.130359073329928
145,51.6893142147352,9.98606917298467,0.04,0.335630310117706,0.214988125617591
