"Group.1","ele","slp","svf","aspC","aspS","asp"
1,2949.46425586137,21.5467786331542,0.94,-0.305639331000031,0.850827259755637,109.759611150165
2,1682.28674689084,25.0970965345493,0.89,0.955655746682412,0.208384723103996,12.301034406409
3,2211.19232252433,22.2129012305854,0.93,-0.465386388241777,-0.840566484239075,241.028541234206
4,2505.94002848204,19.8553155737068,0.92,0.966942931680016,-0.0425838327770914,357.47834305886
5,1137.94164455579,12.8701129959668,0.94,-0.860406143182058,0.4618593345141,151.773442073212
6,1543.84031662519,45.4003956268501,0.76,-0.280942994655502,-0.896563652080902,252.601339735014
7,2203.51352851421,19.3043669096399,0.91,0.676899022356206,0.692738083772818,45.6625630352758
8,948.783187288551,30.9353391009636,0.85,0.745247613710955,0.596345672457199,38.6667260560241
9,1494.34809658401,19.3944323630557,0.94,-0.972439336328936,-0.0135251394526677,180.796845022313
10,2319.79379712718,38.1216361217815,0.87,-0.960754076903473,0.157241116952546,170.705134054147
11,1245.51421901783,14.6763359289309,0.92,0.808666420619424,0.535203513284373,33.4979743240751
12,1463.22986548515,44.2952109483691,0.78,0.743921063120838,-0.612085319919191,320.553045928764
13,1402.15613803276,21.614729996103,0.89,0.710487562983834,0.6663665116832,43.1645946991716
14,1412.91338779651,32.2637774815012,0.86,0.032196891804146,-0.957960998870891,271.924975929034
15,987.021639685656,10.51782626175,0.94,0.155223777828306,-0.947935133290359,279.299614240907
16,1321.0589666633,35.8053760632773,0.85,-0.508175702849497,0.821585347707591,121.738060400337
17,867.484530271413,32.3842273250494,0.86,-0.852041217101244,0.414001442338794,154.085176078547
18,775.135269204082,7.29620153164657,0.97,-0.914238732583386,0.350292915676874,159.035537418578
19,1785.20330535154,48.8643817491249,0.75,0.221668344318283,-0.894881196757463,283.912526343242
20,2310.0998244678,32.6163496536968,0.87,0.38994217271688,0.883228805332797,66.1787231802833
21,2407.0995578396,19.8205676846684,0.94,-0.873960812236325,0.415765739073627,154.558359845214
22,3036.24507863105,29.3971498850944,0.91,-0.911561710620823,-0.15885673226288,189.88558866762
23,2581.36430592921,37.9869930650485,0.85,0.901379415175264,0.354140869304165,21.4492521440568
24,2366.55965570602,17.6290561053245,0.94,-0.0243945276132682,-0.955530300179621,268.537566069418
25,2439.80429250144,39.8627818069092,0.84,0.533160466001034,0.792289025737184,56.0619374409325
26,839.153335091524,8.28204007234482,0.97,0.965917219710053,0.185784863555935,10.8873318862004
27,2019.52583977386,39.1715358252675,0.86,-0.969980107227153,0.0740360776210599,175.635224140721
28,2088.2267782184,36.9410113815423,0.86,-0.534092356171154,-0.808265130377259,236.543728030615
29,834.682923892126,8.49955861946291,0.97,0.112864477303997,0.969033549854112,83.3566255748006
30,1022.8803340248,13.6862601499491,0.93,0.774843214113469,-0.601424505805442,322.181791519908
31,1413.114278966,36.5883973683701,0.85,-0.912080710860163,0.348580096117597,159.084083965856
32,1541.12588383619,17.3001386969092,0.91,0.93203027303743,0.274360133654787,16.4027554849317
33,762.09892836533,6.87655427435346,0.97,0.949521852039103,-0.227826691555263,346.507607522966
34,1127.85803089325,44.0906536209854,0.76,-0.600480621354099,0.713294289106974,130.09205891939
35,2290.13349677017,32.4827854495684,0.89,0.226216882100935,-0.935084401730561,283.599777555999
36,2073.07607459526,45.0512375520681,0.81,0.958422735974999,-0.115365002942126,353.136349143632
37,1398.38941572822,15.6987315877191,0.93,-0.530608563799142,-0.797391481583355,236.358997037446
38,898.491460204415,9.22132084176666,0.96,0.691032398642297,0.693870184599172,45.1174038758361
39,2154.6671382874,41.3180126951874,0.85,-0.772469824091062,0.586942261291259,142.771504522608
40,975.819449639747,12.4100481743043,0.94,0.976450596546461,0.063105890152992,3.69775981503214
41,1800.09944448546,33.4068008739663,0.87,-0.423048504182294,-0.870442879026513,244.079541780538
42,3117.38040702228,37.3955936287515,0.87,0.351849886804652,-0.742587377849556,295.352349496516
43,2668.91967614953,36.9062389356172,0.88,-0.751378103872706,0.593249483463946,141.707194820558
44,996.712071896256,12.459300766103,0.95,-0.824165567524359,0.523144360335042,147.594400731496
45,1324.19273429557,46.0296566861014,0.74,-0.365065351032799,-0.844261367319708,246.615959339913
46,2290.82307486032,38.8565737568047,0.86,-0.644811236040607,-0.715621746330292,227.979555413529
