"Group.1","ele","slp","svf","aspC","aspS"
1,19.6544972310358,4.81852360607703,0.02,0.0958559417321002,0.116488201413979
2,40.7712122049392,7.26310772984668,0.06,0.218823627313627,0.14369060641124
3,30.3390934920754,6.71428871431727,0.04,0.223104836467473,0.0777740367266276
4,36.1422783779438,8.081733784732,0.06,0.145028206083048,0.241597367829974
5,42.5640683118786,11.5751486630863,0.05,0.0713313517126685,0.317571342515765
6,56.1792197908685,14.1763875066782,0.07,0.105617350695317,0.418941076026881
7,22.0521203876156,4.9822524873149,0.02,0.116297845329389,0.11850909934204
8,20.2347828236914,4.7432697351537,0.02,0.117046287633502,0.0940871858718151
9,48.9846363025244,13.5676863948144,0.07,0.184506864616778,0.354937240872469
10,39.426822540819,7.58212557632626,0.06,0.148288933095513,0.275363693134046
11,40.1758289528671,7.66989256151116,0.06,0.242513786776635,0.181401987216791
12,20.1473529123188,4.77836371298665,0.02,0.124956893968713,0.0900991013289516
13,22.9960404169462,5.56089629315642,0.02,0.152017202687806,0.0821626825944825
14,18.5912278473434,5.09385928970198,0.02,0.0657262698018198,0.126642967057011
15,35.1410847778236,11.1457319535508,0.06,0.147082388522623,0.256087393028516
16,43.6270974476377,12.230786899557,0.06,0.15101446291129,0.368520648673962
17,20.3663574928397,5.13206283353222,0.02,0.0283849568037651,0.155572976168154
18,20.4633920126519,4.12070082376104,0.03,0.139931823114754,0.07784708987121
19,32.5685064289621,7.08523934987676,0.04,0.238144079599098,0.0820418001741033
20,16.7709718251921,4.71345924269193,0.02,0.116517487556263,0.131189490682352
21,34.4580067321717,7.59838192757144,0.06,0.234566865768233,0.130759396183699
22,23.2527732082346,4.91323577294449,0.01,0.111440820197885,0.0729193843628622
23,39.6232972116506,7.75529795386966,0.05,0.232084614429978,0.252843156362897
24,51.0356162797133,12.0627603658174,0.06,0.37559330499132,0.148684229785723
25,31.3419545987108,6.55161480067752,0.04,0.118052662407925,0.188784844912468
26,20.0271525631593,4.90067389263971,0.02,0.144563682446024,0.0492661129063581
27,19.3028712735871,4.47184218716963,0.03,0.161449978224579,0.0371488465977231
28,40.1340133898512,7.61225767430345,0.05,0.282096561311072,0.125651366361591
29,45.182308541215,7.98403119874709,0.07,0.279744972872405,0.1606348566286
30,31.7237907241365,7.01505456290617,0.04,0.117625372777246,0.23026303904732
31,37.8725751026636,10.1342046559963,0.05,0.237593707246523,0.12311625356307
32,22.7781472085859,4.9872290519864,0.02,0.0867621370835643,0.12730881313385
33,21.1560232707828,4.56170206725292,0.02,0.134854278806095,0.0802206602455827
34,29.7003688420432,6.90112037308485,0.03,0.170031516757061,0.125827243785469
35,20.5522742160987,5.1515049018496,0.02,0.0222544873820733,0.145557409349747
36,38.6114861595169,7.89276977573731,0.06,0.23307071328461,0.143158887069021
37,25.3153371378748,5.04125305168374,0.02,0.110920667945537,0.141487732206015
38,21.5382808338394,4.44053152766681,0.02,0.13734656297958,0.0453610269572873
39,50.9795071111423,8.11746720845225,0.08,0.298004108408688,0.185315446330285
40,43.677384227414,13.2643212963758,0.06,0.185534376199483,0.292916949092446
41,20.2266759225085,4.88917108459678,0.02,0.0571994466918917,0.142758308497863
42,48.2087116722875,13.0222066133594,0.07,0.40717142819622,0.154420147769844
43,22.7135776126318,5.23629428697982,0.02,0.118659304351819,0.112469985302885
44,27.5292905298827,5.31217931316087,0.03,0.149789950636085,0.113384117749155
45,20.0713639617518,4.27728245484593,0.02,0.0485038395572064,0.136380711520846
46,18.1311969736315,4.46185811737036,0.02,0.0296027555859701,0.142374101096743
47,37.1598980352587,7.41841872488345,0.03,0.252608675896059,0.0893757128077074
48,33.1275526125528,7.34222817027517,0.06,0.207455137511258,0.209538509607225
49,33.1981743386122,6.89058901608313,0.04,0.191553160772769,0.129104596234668
50,23.5999047183598,5.43838018016373,0.02,0.0353365603364922,0.165985717144362
51,36.8156724320937,7.49414259600544,0.06,0.101918045794433,0.260963267766876
52,27.0162822859858,5.63330972744745,0.03,0.170873939925735,0.068461780701831
53,44.5090501688353,8.56206646698453,0.07,0.306241463001052,0.0728284790885046
54,22.279924495262,5.15308961491164,0.02,0.0515428668049953,0.147467284339932
55,19.2824968100539,5.39141606778568,0.02,0.145452803454305,0.0141131710445782
56,31.1854978922533,7.71915320591166,0.04,0.0969990563190778,0.229352416713046
57,20.2740035744484,5.79009848547483,0.02,0.0282527074150127,0.177686066391369
58,25.3516074701386,5.68087090037523,0.03,0.154189996577413,0.103061443237968
59,64.0886171304077,14.1329831916727,0.08,0.482212674663304,0.205955095983557
60,20.3632659937132,4.55205345371809,0.02,0.0955603095185289,0.123631626751273
61,21.2417358355344,4.2944788578124,0.02,0.155887993855167,0.0182899942865627
62,24.5208056822918,5.9109601295299,0.03,0.0755919655168455,0.141081845564189
63,38.1591105532693,7.43690589621405,0.04,0.248806518133988,0.0768052600812002
64,20.112649385251,5.41054580306976,0.02,0.153548734271523,0.0625693971730996
65,37.3414644002865,7.25950681733431,0.05,0.0448119065810481,0.288487069319109
66,26.1691857005157,5.952494002482,0.03,0.0945355477505438,0.161741939278875
67,20.6235323272361,5.50225330500845,0.02,0.089459820330808,0.140380475216349
68,20.407521714424,4.47031469070027,0.02,0.132226608135029,0.0958123074061163
69,30.406890260667,7.38016174984381,0.04,0.220303315124172,0.069615611211433
70,23.1995251825668,4.99432836438861,0.02,0.169958294593801,0.0572196354611191
71,33.8440469102276,7.02128651043215,0.06,0.103127422401582,0.264894661255527
72,37.906626466821,7.46088293976252,0.06,0.204093319523171,0.239465057469108
73,39.5297841337485,7.96761862530647,0.05,0.260112605462022,0.143995733248526
74,20.441299592419,3.97353292875232,0.01,0.048797123789593,0.150241917015056
75,36.6036221110908,7.81224104473904,0.03,0.240277335693201,0.126365946193905
76,33.6746491435192,7.45339909521005,0.04,0.139436573563831,0.177080390896028
77,21.4800706840446,5.33605160887737,0.02,0.0134891925755074,0.161189624741958
78,41.6935057237956,7.6764265559857,0.05,0.0464160129481805,0.275240076480488
