"Group.1","ele","slp","svf","aspC","aspS"
1,51.5624540819662,7.89463475146011,0.07,0.321724091440837,0.121786413747061
2,54.322597873304,6.89244852758368,0.06,0.238856052382502,0.164207310580336
3,50.2836202161267,7.27653606326682,0.05,0.0277139598567734,0.209674556375857
4,51.3615840019702,7.03891386047685,0.04,0.0543187688540088,0.195183136075251
5,50.0623630857817,7.19755103498222,0.06,0.248665153225088,0.128258513518974
6,55.8733958513919,7.49839080054684,0.06,0.232455557163093,0.194757035076237
7,48.3717231115488,6.81125852190217,0.06,0.201276355594706,0.16022017354033
8,44.8662093793023,6.09836948939418,0.04,0.130512456164905,0.170537800423755
9,48.1895655443985,6.85078718645439,0.04,0.247586273707969,0.141733292910256
10,105.011701269872,14.1838006025857,0.08,0.618985263775205,0.277738399002758
11,48.5269359021597,7.36861195896338,0.03,0.219843075108625,0.166797090660895
12,71.070526747169,7.9996421637706,0.06,0.356590236074753,0.162395780832086
13,76.1227778261099,12.0026489535724,0.06,0.278992207839672,0.236194938861803
14,44.674581301871,7.56754932965221,0.04,0.0257985479560215,0.214713238289873
15,41.8101488308954,6.79772950821415,0.05,0.155735168141158,0.146329497637171
16,69.5751264810096,12.5582243056129,0.07,0.417829175366648,0.113552235259871
17,52.870232851551,7.94152441158441,0.06,0.0995585418228813,0.223739108926502
18,49.7942508584991,7.06407038094857,0.05,0.293695973254527,0.0728247303155947
19,45.9875574997987,6.56333171836229,0.05,0.100684900564397,0.175771386434724
20,75.9684785831877,11.2152352040866,0.13,0.496951876479527,0.190906304482608
21,51.4736826953267,7.35633748583524,0.05,0.0266377962628193,0.214196479746443
22,58.4197782492582,7.88433667307491,0.07,0.147774620159814,0.213472300604831
23,49.889622262644,7.47795372939714,0.04,0.0853643976693073,0.198693274157244
24,53.3667757124712,7.80048018487138,0.08,0.0540447924355019,0.196664506406204
25,45.2721465001412,6.66480699181902,0.04,0.261405873670669,0.080662808536287
26,48.5627326402878,7.79003280054548,0.05,0.0865768190885477,0.179173939397536
27,60.3782026528897,8.43868330866555,0.08,0.4187383407502,0.134925537716647
28,56.4295427150264,6.89952962587313,0.07,0.142088680136278,0.195363768128822
