"Group.1","ele","slp","svf","aspC","aspS","asp"
1,2142.03500169538,18.4330965977092,0.94,-0.494720723585582,0.806812371042464,121.515767843992
2,1434.95271235361,37.1680362162234,0.85,0.315732000365527,-0.903327807803994,289.265590798949
3,934.854784545521,11.3139682914408,0.96,-0.704306889240037,-0.682322466146067,224.091675704675
4,736.496590387592,32.4494987632534,0.86,-0.464469116919401,0.819015429945013,119.557861532306
5,959.31062330787,17.002583642656,0.94,0.980875274620251,0.0797414122814775,4.6477069476335
6,596.102673537261,10.0649484247163,0.97,-0.920730422012308,0.342960544672581,159.570268154434
7,661.918579006312,10.4845749890135,0.97,-0.594644155949285,0.779679342823015,127.331963182369
8,418.165645306278,4.64307695228238,0.99,0.985817919692553,-0.112530077017792,353.487933551012
9,2755.30014725459,29.4842533688753,0.91,0.582174246622838,0.553105466256907,43.5332649073101
10,1891.07131590504,34.12228185995,0.88,-0.659362755594432,0.705645084585469,133.058057583703
11,2696.87549393233,33.2575148606603,0.9,-0.656958937098738,-0.574037843866814,221.146324405604
12,2263.02237124658,39.5523629791534,0.86,-0.519012205281373,-0.760022679032002,235.671205499362
13,430.755753274697,5.01825481677058,0.99,-0.557824561563552,0.819117413412715,124.255130946153
14,460.370974019577,6.51018874751925,0.98,0.536787876550581,-0.829622746282621,302.903936236805
15,611.454708572368,11.8196302839881,0.96,0.980816732392048,0.0158551850836623,0.926122119846147
16,1309.81914820883,21.1894624812452,0.93,-0.722188311220958,0.648425976570926,138.080514655333
17,1781.50162828918,36.9812323909814,0.87,-0.962055248781442,0.0466825850468174,177.221969523102
18,1693.62772046868,17.8829670445172,0.93,0.15176665723263,-0.939961862892921,279.171846741847
19,1561.84331975452,19.866737982005,0.93,-0.573384060648549,0.780330092328791,126.308327008334
20,1069.37315991098,37.1063450505059,0.82,-0.46864621761372,0.820438083167193,119.735638869573
21,2294.29513906397,18.8067806395149,0.94,-0.00795792328611809,0.932779126438254,90.4888020575352
