"Group.1","ele","slp","svf","aspC","aspS"
1,49.9041562284132,7.55045866771998,0.06,0.0327497546104242,0.239107201342641
2,46.3764103735757,7.79178997099675,0.03,0.0344594860846691,0.195680377385714
3,47.2957083204206,7.13367014628823,0.04,0.266173650067656,0.113715116891114
4,43.2299220168042,7.40082886914697,0.06,0.233723247512645,0.128377900725031
5,47.669402614027,8.60306781301666,0.05,0.103856332991671,0.222590884003458
6,53.5815736611793,7.92602794639495,0.06,0.034295921825493,0.243617430191407
7,49.857124865378,7.61245870890479,0.06,0.141498184074853,0.216293646962055
8,58.8393064754633,8.4801324028412,0.07,0.240724896470186,0.208229301485415
9,41.4060585199608,6.70437496360712,0.04,0.244738722241398,0.037666571828149
10,54.8670043477096,7.21776115624719,0.05,0.0471112849796924,0.222980578375812
11,43.3653350704594,6.9718605851952,0.05,0.233649438921786,0.11818898823062
12,47.7177074525615,6.79427128313163,0.05,0.0880822843296625,0.200765032846315
13,42.7831676225706,6.42306107490111,0.04,0.239480848437672,0.0414629810098312
14,42.8201846941146,6.56037123910569,0.05,0.229393135864839,0.105054002107542
15,52.6986081650743,7.29479971792733,0.06,0.107266771995985,0.222253006470299
16,43.4143088574126,6.12023745611079,0.04,0.261455370959686,0.0787535605179713
17,60.166969565414,9.93251797912166,0.08,0.299075154243205,0.183017360716962
18,45.8203943154219,6.96647430866544,0.03,0.103611512528338,0.199489576421472
19,50.4370693748564,7.78689052870323,0.05,0.0456951476552672,0.205853239723718
20,45.4927293490898,7.55843942044242,0.03,0.0426514535797992,0.213072461151114
21,44.7437500625226,6.47261145299812,0.05,0.0847030935782741,0.193348256303397
22,52.0071386743243,8.1040337432675,0.05,0.028308198327262,0.217308900607022
23,46.6169067474422,7.77597859524883,0.05,0.134425074934985,0.180180700795718
24,50.0953651726971,7.53564889941832,0.05,0.0794858563998146,0.225266952421311
25,53.1833884459079,7.77702871012325,0.07,0.343961140582014,0.125366751911588
26,64.9890222259787,10.3414269632292,0.05,0.226793615941295,0.216739075409369
27,46.9869190703051,7.89507952830051,0.05,0.245764710573991,0.112632911217552
28,60.1897336737607,9.75146725773267,0.05,0.0850673057139054,0.2440484540055
29,27.1524689171528,3.57761967228532,0.03,0.190964449966845,0.11391535467531
30,50.1039968708522,7.73992451115611,0.04,0.0373674595916198,0.213397647660575
31,53.4324257379714,7.69912726595078,0.04,0.311249514970527,0.0591814901018948
32,72.3499623777313,11.457473244323,0.05,0.0753871682403186,0.321833408471591
33,52.2642226203393,7.88386016981396,0.06,0.293046065759684,0.0721330306352079
34,67.0428125737185,9.61152304859915,0.08,0.35328031169443,0.181251901048
35,45.6135816518335,6.50382689768357,0.05,0.0921592084216721,0.195118647442406
36,47.6011019901342,8.20793912754176,0.04,0.178795669590153,0.159979915676436
37,64.0207692376721,8.77678960870502,0.09,0.202374027226263,0.247277976038613
38,69.9292975410575,8.00067759527086,0.06,0.446736978346793,0.130672305099781
39,56.4733613576452,9.07746329320471,0.04,0.0507506606623934,0.235403897616118
40,47.1511310020237,7.34836093749375,0.04,0.217075689363221,0.14576625768588
41,45.3845920451386,7.42839319001558,0.05,0.175429857815001,0.157202875606168
42,41.1788592790269,6.34209228066898,0.04,0.268479632608025,0.0748429068422862
43,40.7944275595424,5.1153847808798,0.04,0.0916471099260665,0.290468335419624
44,48.145630565984,7.46291736421155,0.05,0.159966915267951,0.173305751938251
45,51.2487229987671,9.52528836099136,0.05,0.281472458102635,0.0783009797461427
46,46.1766461628598,7.72185317655551,0.05,0.257345180102896,0.0498657661895473
47,46.7216038536689,5.98823146039867,0.04,0.171509718195607,0.143788739076963
48,61.0709705687696,10.0765820031583,0.05,0.173772463890266,0.253512890987659
